Avg. Area Income;Avg. Area Number of Rooms;Avg. Area Number of Bedrooms;Area Population;Price
57.122.224.839.461.200;5.929.733.805.119.470;2.4;4.197.277.154.374.410;7.167.710.057.488.750
Cardenasmouth;;;;
6.197.884.804.645.040;8.437.966.415.855.880;5.37;56.957.187.749.933.000;16.967.171.072.993.600
Williamsstad;;;;
54.299.968.820.232.000;6.851.535.827.684.730;2.49;3.951.266.370.560.070;8.195.980.078.481.780
Susanshire;;;;
7.142.440.600.668.850;8.522.538.377.872.320;3.49;3.724.256.159.333.390;158.421.395.748.502
Patrickhaven;;;;
57.353.154.356.746.900;5.678.555.483.410.870;4.44;16.906.421.720.581.600;7.988.925.150.396.760
Dawsonhaven;;;;
4.473.110.979.996.530;8.942.797.164.237.110;5.12;3.963.347.304.108.830;6.019.730.017.397.130
Shafferberg;;;;
7.617.549.392.770.540;9.524.973.612.345.670;4.28;30.760.994.956.471.500;1.456.486.292.963.140
Lake Dawnborough;;;;
6.657.470.999.393.100;6.844.150.152.614.080;2.17;695.754.494.636.571;17.024.060.389.352.000
West Stephanie;;;;
9.173.115.438.275.630;7.943.879.719.757.170;6.3;3.310.209.542.220.820;1.566.471.008.325.360
Kimshire;;;;
7.548.703.259.942.800;7.737.095.684.108.220;4.02;411.053.906.304.319;1.592.210.175.923.130
East Megan;;;;
5.808.843.812.962.340;5.790.005.274.481.300;4.21;51.925.411.612.821.500;9.376.283.466.936.610
"DPO AE 40544""";;;;
7.631.921.860.437.210;6.294.054.950.948.830;3.45;48.026.308.367.530.600;1.558.547.577.837.520
Knappview;;;;
6.057.516.244.459.220;6.964.616.001.913.240;2.29;3.215.896.790.397.620;11.563.292.740.497.600
North Scott;;;;
6.960.713.366.543.140;78.330.811.916.777.600;3.35;34.609.040.215.179.900;1.514.349.692.197.700
East Wendy;;;;
6.705.684.048.037.330;7.163.517.523.214.230;5.25;2.513.468.148.451.720;10.391.073.263.056.100
Port Melaniehaven;;;;
60.640.931.881.289.700;5.355.113.623.616.550;2.32;4.311.954.065.626.020;8.090.896.719.454.960
East Valeriefurt;;;;
690.319.088.775.756;5.501.755.137.617.890;3.23;15.660.403.008.354.800;6.755.363.914.885.670
Port Carl;;;;
8.035.620.938.675.490;9.710.216.895.601.690;5.02;16.215.417.278.487.600;13.735.898.035.017.300
North Ericstad;;;;
60.081.176.620.364.600;8.204.552.837.977.620;4.3;6.019.574.626.715.880;16.900.910.186.948.600
"DPO AE 13073""";;;;
6.188.147.930.965.310;7.114.083.652.111.080;5.38;3.559.737.289.302.550;12.533.701.489.213.300
New Cynthia;;;;
5.959.096.529.244.680;5.736.029.404.406.760;2.03;24.153.882.522.980.100;774.073.561.854.088
Lisaland;;;;
8.983.131.929.199.780;7.719.652.763.616.860;6.37;4.533.536.027.620.080;1.741.959.834.430.730
West Shannonland;;;;
7.217.528.349.942.710;6.828.247.304.734.240;2.09;50.305.795.413.186.300;17.057.627.883.189.600
New Karinaton;;;;
675.890.488.415.116;6.060.884.655.694.610;2.34;33.203.383.921.755.000;10.711.099.165.850.900
Lake Kellytown;;;;
773.000.314.436.444;69.365.480.243.203.600;4.49;2.949.904.095.251.400;11.180.479.912.095.100
South Amandahaven;;;;
6.538.288.832.347.800;76.483.861.137.540.200;6.08;4.172.305.474.122.700;11.652.530.327.180.600
West Brittneyburgh;;;;
7.114.521.270.418.000;6.765.832.563.092.490;2.31;35.642.530.335.506.700;1.280.910.189.933.000
Zacharybury;;;;
6.105.303.800.341.360;5.687.062.576.234.170;2.02;4.067.577.382.612.710;8.411.228.823.806.860
Katherinemouth;;;;
6.512.594.786.821.600;705.775.799.240.006;4.19;37.642.785.273.073.900;12.288.107.450.455.200
Williamburgh;;;;
51.949.295.702.728.000;8.051.118.255.760.870;5.28;353.360.630.541.134;10.860.720.710.614.200
Fergusonborough;;;;
7.589.798.883.845.980;6.768.229.398.566.820;3.33;3.416.267.060.680.320;1.204.372.295.219.660
Danielfurt;;;;
714.683.504.959.454;6.361.238.404.842.270;3.35;4.326.903.336.682.750;1.345.004.119.756.510
South Chelseatown;;;;
5.328.799.207.222.870;7.162.322.376.317.360;3.32;45.152.014.268.008.000;11.169.023.448.930.400
East Ritaside;;;;
6.150.304.059.605.390;7.015.317.326.319.560;3.12;37.650.869.709.323.200;8.224.317.302.651.770
East Nicoleland;;;;
6.889.604.856.078.910;8.365.074.593.987.130;4.47;28.394.609.780.217.600;1.360.623.694.456.930
Christopherberg;;;;
9.115.941.832.718.050;7.373.850.919.174.260;3.01;54.861.091.096.616.900;229.837.948.670.761
South Christopherhaven;;;;
6.337.534.847.930.330;7.883.780.976.970.760;3.41;4.563.319.223.997.170;14.004.982.675.747.500
Danielburgh;;;;
5.969.557.147.423.660;6.032.795.264.653.430;2.04;20.702.802.670.064.800;5.668.487.320.986.080
East Patriciaburgh;;;;
6.318.388.974.172.160;7.541.807.495.807.440;5.08;5.869.120.066.480.720;13.675.862.777.380.100
West Nicole;;;;
6.117.780.813.473.720;7.088.385.882.572.740;5.13;26.396.291.111.799.700;11.133.735.200.017.300
Kleinmouth;;;;
58.642.311.222.216.000;62.753.711.251.437.700;3.42;35.131.578.145.165.700;721.974.551.474.637
Gallagherborough;;;;
53.112.278.060.523.300;6.325.363.470.975.330;4.25;4.036.738.387.092.570;6.855.039.902.718.080
Ericaview;;;;
4.036.661.629.125.720;7.617.118.099.962.790;5.07;16.349.365.394.310.000;15.207.187.474.956.000
Fernandezborough;;;;
6.220.747.580.558.830;7.002.864.274.301.240;5.38;34.317.538.311.429.900;12.804.315.736.478.400
New Stevenmouth;;;;
57.477.950.762.329.300;7.207.172.822.223.660;6.35;236.499.688.699.109;5.687.031.838.335.620
Lake Michellestad;;;;
5.563.048.895.714.820;893.311.998.510.628;6.0;38.943.095.990.938.300;12.007.648.442.004.500
East Mark;;;;
7.239.930.555.714.510;7.552.269.769.034.790;6.15;4.166.200.006.926.440;16.071.616.371.450.300
West Diane;;;;
8.986.889.192.719.840;7.234.479.886.699.990;5.45;3.010.172.457.437.890;14.217.154.153.436.000
Pamelaland;;;;
5.980.149.102.943.550;4.954.387.464.005.620;2.03;335.349.264.026.452;3.111.112.005.867.720
North Heatherhaven;;;;
6.195.715.430.368.160;7.472.966.963.481.970;4.19;3.844.849.148.202.490;1.338.044.383.312.590
Michaelland;;;;
7.112.343.281.553.730;6.169.238.369.795.870;3.43;4.402.014.410.184.680;1.417.870.982.736.730
West Laurieport;;;;
55.202.705.470.425.900;8.259.044.318.322.890;3.4;28.424.951.645.910.600;7.963.894.379.566.300
Michelleville;;;;
7.929.812.200.821.380;5.336.841.155.637.910;3.44;15.753.266.638.486.400;1.310.207.133.039.430
Lisaport;;;;
6.507.056.700.870.920;55.797.660.549.495.300;4.3;24.852.565.152.917.200;9.948.977.277.644.670
"DPO AE 73770""";;;;
6.849.498.255.210.550;7.265.462.684.498.110;5.46;1.399.857.120.519.680;12.029.878.293.471.300
Cathyborough;;;;
5.570.220.537.617.490;564.855.539.650.755;3.08;40.087.795.614.364.800;7.687.519.005.440.950
Tranmouth;;;;
57.233.608.492.353.300;6.036.621.215.250.680;2.27;3.737.491.924.462.830;12.116.553.054.900.400
Sarahchester;;;;
8.531.388.545.069.010;6.633.757.594.605.540;4.21;23.974.435.567.517.400;15.404.182.221.625.400
Lake Todd;;;;
6.022.465.171.307.350;5.428.846.667.140.250;3.23;42.182.862.110.463.500;7.122.284.243.027.210
South Harry;;;;
7.387.381.918.888.780;66.309.090.861.014.200;3.17;3.333.632.734.675.030;1.525.533.406.625.510
East Lisa;;;;
63.149.485.228.916.500;5.518.835.024.331.590;2.04;37.578.846.872.002.500;10.342.184.018.590.300
Cassandrafort;;;;
5.859.379.403.506.240;6.333.616.931.880.890;2.04;3.928.752.790.248.170;8.741.036.606.065.920
Lake Chelsea;;;;
7.383.987.241.657.260;8.274.063.584.311.320;4.19;4.760.251.020.509.140;1.912.825.285.217.760
North Roberttown;;;;
7.598.483.110.879.790;7.887.775.836.316.500;4.31;42.248.685.855.549.600;17.547.705.902.068.600
Melissaborough;;;;
8.214.536.942.107.810;6.876.150.328.884.670;4.23;2.573.609.605.455.740;1.340.066.913.084.390
Wilsonland;;;;
6.901.718.280.012.650;5.783.612.778.547.620;3.11;55.830.752.835.713.600;14.467.568.627.614.200
Tranchester;;;;
7.542.917.897.604.670;7.570.447.110.624.040;5.48;3.676.924.968.163.200;15.927.682.418.269.300
Kristaport;;;;
6.951.353.892.073.040;7.641.107.312.416.660;6.08;1.405.405.343.322.930;6.603.649.813.358.300
Lake Christophershire;;;;
5.778.241.707.710.910;6.332.626.733.044.220;2.46;3.342.684.937.548.800;8.613.215.806.924.710
"DPO AA 76733""";;;;
7.437.213.845.247.940;8.184.510.518.059.630;6.35;3.432.196.015.488.420;16.482.467.742.056.000
Hernandezton;;;;
6.352.212.193.223.410;6.952.195.766.338.210;2.04;31.995.525.292.187.400;9.771.358.856.578.040
Roberthaven;;;;
61.193.714.830.606.500;9.086.807.717.369.450;3.21;33.196.059.836.983.400;15.919.341.903.279.100
Lake Donald;;;;
60.316.790.730.472.200;5.564.352.875.406.080;4.12;33.831.893.626.055.700;6.953.863.310.386.210
Mariemouth;;;;
5.846.991.220.251.150;4.807.387.458.070.320;2.26;33.547.984.821.256.900;5.689.770.727.690.810
Longport;;;;
7.517.990.298.976.260;7.201.635.798.893.810;5.13;2.397.809.330.470.160;9.355.908.042.953.260
Lake Felicia;;;;
5.618.696.329.135.330;8.960.742.514.901.390;5.2;4.185.565.473.511.030;984.311.774.539.692
New Randy;;;;
7.322.506.629.546.850;6.868.603.895.081.700;2.3;6.183.053.972.217.980;17.962.458.079.055.600
Davidfort;;;;
7.433.892.770.976.370;5.186.852.795.730.610;4.07;1.805.717.178.445.350;7.200.802.320.528.890
West Adammouth;;;;
52.188.118.727.456.400;580.740.147.918.808;4.03;42.495.754.677.324.800;7.838.084.024.661.680
Port Juliaburgh;;;;
8.331.110.394.324.990;8.297.556.744.755.870;3.16;3.038.636.631.076.520;15.986.159.744.864.100
Porterport;;;;
7.228.867.520.295.730;7.979.877.823.699.210;5.11;391.469.204.990.548;15.641.252.379.417.600
New Angiefort;;;;
5.486.621.569.435.770;7.285.434.147.207.380;3.46;3.519.284.402.784.520;9.294.806.298.952.120
Sotoburgh;;;;
8.575.965.776.192.370;8.965.705.366.370.030;6.22;25.897.758.021.483.200;14.144.953.431.338.100
North Robertoton;;;;
5.945.334.203.694.820;7.482.571.479.130.460;6.08;2.969.764.480.583.120;8.376.681.026.021.090
Yoderburgh;;;;
698.787.741.990.808;62.491.922.346.316.700;4.02;2.681.417.474.758.400;11.975.154.542.248.300
Lake Ellen;;;;
5.924.329.763.001.670;7.058.764.827.692.580;4.26;51.405.352.484.359.000;12.320.048.298.347.400
East Vincentland;;;;
5.785.333.019.600.960;731.655.100.341.926;4.36;4.768.822.659.778.620;12.859.334.084.066.800
North Jacobbury;;;;
666.433.146.336.998;7.698.007.535.660.310;4.41;3.097.115.710.633.630;13.615.219.829.376.200
Charlotteburgh;;;;
6.924.829.958.792.870;5.652.694.477.356.130;2.21;3.599.010.338.695.560;10.908.263.744.863.100
East Laura;;;;
7.512.972.115.820.680;7.447.318.295.797.880;3.37;41.620.289.298.398.400;14.753.196.991.355.800
Port Marymouth;;;;
7.620.999.530.758.710;5.464.338.971.286.140;4.22;227.216.493.988.536;10.666.593.829.883.500
West Michelleton;;;;
6.934.237.656.545.280;8.018.121.332.911.230;3.43;21.641.972.863.545.900;11.174.329.800.574.400
Ortizton;;;;
7.763.095.507.510.810;6.829.667.440.544.680;2.29;317.398.891.160.808;14.202.835.588.377.500
North Michaelbury;;;;
6.892.915.807.448.350;68.919.694.931.317.900;3.24;17.261.068.627.290.000;8.402.728.648.923.190
East James;;;;
7.099.080.491.366.560;4.651.974.294.470.890;2.46;30.904.253.034.662.700;10.249.079.401.935.000
"FPO AE 40375""";;;;
55.860.680.838.466.500;9.024.502.670.125.970;5.12;4.033.522.027.625.750;14.942.412.261.904.300
Mezamouth;;;;
56.380.988.395.076.900;66.509.045.285.987.800;4.37;4.399.424.411.460.790;11.258.804.873.707.300
East Loriside;;;;
6.430.633.881.913.620;78.796.770.572.443.600;4.28;3.076.236.020.559;10.824.550.175.112.400
Antoniotown;;;;
7.654.795.669.776.650;69.748.044.871.875.300;3.08;40.564.644.887.925.200;15.546.349.946.986.000
North Lukechester;;;;
5.710.171.705.023.680;7.650.205.974.009.910;6.09;4.110.446.662.064.920;10.113.653.649.421.200
Brandonville;;;;
7.619.265.603.586.520;7.337.589.916.967.900;6.33;21.245.841.619.210.100;14.327.565.170.942.000
South Michelleside;;;;
7.958.555.222.987.560;8.430.787.826.458.770;4.32;31.773.337.395.105.800;16.127.175.530.993.300
Daviesstad;;;;
7.075.985.580.379.440;5.493.294.013.074.300;4.2;25.981.831.003.107.300;9.732.998.617.887.140
West Kimberlyburgh;;;;
769.072.381.605.467;6.462.700.239.037.310;4.21;21.658.409.322.538.000;6.792.289.927.468.380
East Ryan;;;;
6.474.494.244.429.670;8.467.599.728.547.720;6.03;2.888.001.758.597.630;12.709.999.393.805.600
Lake Leonard;;;;
5.197.602.393.282.750;7.375.559.650.518.880;4.42;3.636.016.874.931.790;9.102.110.189.369.670
Jamesborough;;;;
6.125.263.767.152.300;7.191.572.626.893.760;4.43;40.890.266.028.668.100;10.262.717.959.428.500
Lake Ashleyville;;;;
5.884.114.292.354.730;6.916.338.173.639.070;4.05;3.955.507.059.403.550;14.967.295.357.664.200
New Kimberly;;;;
7.911.264.140.506.240;7.851.529.600.067.230;5.27;3.377.174.049.235.570;14.905.390.581.097.900
New Annefort;;;;
7.605.628.911.195.930;8.245.224.408.187.640;5.4;28.470.701.474.178.900;14.918.384.944.434.600
New Aaronberg;;;;
5.239.964.822.024.580;8.971.111.958.926.060;3.11;18.092.130.362.361.200;9.967.712.481.507.690
Lake Alejandrochester;;;;
7.755.162.779.915.930;46.791.342.541.236.500;2.03;3.583.449.299.575.750;1.064.854.308.940.120
Stephanieburgh;;;;
641.608.159.464.993;653.495.952.378.068;4.05;32.339.006.277.820.700;985.749.787.356.535
Elizabethberg;;;;
7.116.703.414.492.460;944.232.501.801.567;4.35;35.174.871.339.599.900;1.952.622.401.731.690
West Joshuafort;;;;
8.496.366.340.838.270;62.071.453.137.154.600;3.02;4.044.701.074.595.820;175.496.916.194.479
North Angela;;;;
597.128.223.088.661;6.979.752.379.208.050;3.23;4.260.184.261.512.790;11.222.403.639.845.700
"FPO AP 49097""";;;;
777.337.311.864.233;5.967.832.307.070.270;3.23;3.207.457.598.618.570;12.369.317.282.626.600
Robertside;;;;
8.570.707.875.270.020;6.350.156.835.634.860;4.47;1.042.441.624.545.050;9.660.844.204.303.520
West Shelbyshire;;;;
7.028.036.135.172.550;5.012.885.305.742.050;4.4;3.966.274.186.833.050;8.522.686.716.506.320
"DPO AP 42418-5393""";;;;
6.933.074.121.982.850;62.527.573.577.454.700;2.0;30.097.835.590.492.400;12.806.698.734.660.400
West Michael;;;;
7.298.870.596.945.550;5.748.437.260.210.990;3.36;50.566.644.798.784.200;11.902.135.129.050.100
Mcdonaldville;;;;
6.569.782.067.402.070;728.210.684.671.993;4.2;28.742.125.952.306.200;1.123.851.141.411.440
Lake Julieborough;;;;
762.452.184.748.448;7.826.124.970.748.360;3.12;32.016.234.756.306.400;16.891.204.265.200.900
Jimenezview;;;;
535.468.721.395.812;8.343.557.927.043.130;3.49;4.550.420.368.709.170;15.733.477.884.437.700
Ryanberg;;;;
7.364.305.729.843.820;8.337.085.350.196.330;3.34;431.521.395.773.558;16.969.776.628.325.900
North Bernardbury;;;;
8.477.445.122.079.090;5.450.658.516.539.260;2.27;32.383.555.436.974.300;1.414.286.724.494.310
"DPO AE 80269""";;;;
5.814.094.031.695.970;6.649.447.661.086.220;2.27;49.337.531.521.526.100;7.552.921.143.602.770
Amyview;;;;
6.188.116.371.697.170;6.048.295.389.410.780;2.31;2.139.744.860.131.340;7.147.064.288.537.380
Alexandraport;;;;
7.531.225.951.011.900;66.673.655.468.721.700;4.09;9.487.921.585.477.760;9.440.015.583.308.400
Ericstad;;;;
8.132.880.730.440.740;6.908.829.672.448.300;3.01;3.123.154.440.251.790;15.231.364.847.209.400
West Erika;;;;
7.793.147.645.746.180;6.647.662.430.667.870;3.33;23.182.604.845.881.900;14.229.168.108.158.300
Garciamouth;;;;
8.460.259.697.059.690;7.008.427.330.186.100;6.11;3.968.343.799.672.890;19.456.186.581.140.100
Smithhaven;;;;
7.244.503.330.307.300;6.509.449.186.063.910;2.48;6.955.398.832.715.870;1.726.719.066.744.130
West Stephanie;;;;
5.749.712.815.278.020;7.524.542.188.461.930;5.17;43.204.157.615.164.900;10.511.238.330.999.900
East Tracy;;;;
872.663.402.254.392;7.234.261.403.725.070;5.0;45.161.187.677.411.300;2.249.122.541.335.190
West Lisahaven;;;;
62.431.938.099.572.300;8.599.555.446.010.700;4.48;4.411.598.341.937.820;15.239.151.446.841.700
New Susan;;;;
7.210.742.806.883.390;6.981.984.298.910.330;3.0;29.981.346.540.818.900;10.395.175.335.082.000
"DPO AP 03939""";;;;
55.577.071.754.256.700;71.625.356.970.304.600;3.47;19.560.012.414.389.100;8.180.578.953.027.210
Justinborough;;;;
62.327.894.410.931.800;7.285.225.481.926.960;4.43;4.336.442.818.970.810;11.154.665.850.714.100
Griffithside;;;;
739.311.426.621.128;6.981.246.600.259.580;2.46;2.956.895.886.212.540;1.258.178.804.411.880
New Aimeemouth;;;;
6.342.927.469.095.080;8.441.119.043.046.330;3.31;3.799.899.693.118.710;14.354.237.077.532.800
"DPO AE 13371-5663""";;;;
7.342.390.295.447.820;58.109.425.115.908.400;3.49;34.711.782.422.499.200;11.534.704.397.478.500
North Connieside;;;;
7.517.587.311.311.380;5.197.253.904.709.150;2.07;22.367.482.065.856.800;14.256.034.949.813.500
Staceybury;;;;
5.663.624.612.756.340;7.863.188.942.561.920;4.5;28.139.368.462.193.200;10.483.506.918.200.000
Elizabethfort;;;;
6.766.593.962.726.860;63.339.205.621.406.200;3.41;24.758.489.063.321.400;1.214.482.378.653.450
Kelseyview;;;;
6.598.681.793.940.430;6.860.860.393.623.050;2.15;2.405.660.446.550.330;821.859.065.727.853
Port Mark;;;;
542.739.148.821.629;6.798.805.805.624.150;4.44;242.330.614.582.679;7.536.522.718.451.790
South Angela;;;;
75.547.841.619.999;7.332.769.652.569.190;6.12;40.043.102.161.838.300;12.200.013.342.399.400
Mccannborough;;;;
7.015.108.661.180.450;77.065.807.346.543.900;5.41;15.255.237.756.307.700;10.756.751.076.300.800
"FPO AA 55365-5477""";;;;
7.444.912.173.649.530;739.267.506.203.232;3.1;24.837.590.727.940.700;13.960.823.520.452.400
Arianaton;;;;
6.691.964.032.259.500;732.056.283.382.634;6.03;1.886.778.161.871.410;1.137.801.932.711.820
Princechester;;;;
6.847.386.311.581.220;6.232.295.864.706.260;2.19;4.314.698.202.004.500;11.599.535.929.204.900
Christensenland;;;;
7.611.321.733.361.190;77.362.944.929.124.400;5.07;26.481.511.765.703.000;14.878.498.761.712.400
Michaelbury;;;;
6.121.219.547.976.760;5.538.058.083.063.560;3.5;32.045.559.867.731.100;1.103.072.438.661.610
West Rachaelville;;;;
5.976.880.592.116.660;7.425.903.425.332.880;3.48;2.620.263.146.426.660;8.972.911.153.231.280
South Amanda;;;;
7.884.753.636.813.490;7.027.355.369.061.290;3.26;20.653.898.307.522.100;12.143.205.743.640.600
South Brendaborough;;;;
7.573.534.289.931.700;8.065.659.921.374.550;5.28;3.726.826.996.505.180;13.643.633.753.658.900
Rileystad;;;;
7.784.734.896.754.650;7.282.521.301.589.920;3.21;3.023.180.829.484.750;12.490.929.279.203.500
"FPO AP 37680-7514""";;;;
5.623.116.179.588.850;5.014.916.517.281.430;2.47;5.265.703.375.395.030;9.464.792.348.614.710
South Misty;;;;
8.916.349.858.832.940;6.010.742.815.421.210;2.27;4.401.614.744.109.530;16.598.051.840.413.500
West Sherryburgh;;;;
62.377.064.471.361.900;7.218.400.330.226.230;4.46;3.907.595.637.823.890;12.853.995.645.622.900
Mccartytown;;;;
6.886.428.229.521.550;4.967.388.399.815.210;4.17;2.980.232.138.298.290;8.982.819.024.826.280
North Larryborough;;;;
8.244.089.575.583.870;7.037.477.117.350.620;5.04;27.545.529.543.414.500;14.838.481.693.759.700
Sarahburgh;;;;
6.094.888.088.410.360;6.224.971.330.084.700;2.36;3.975.438.814.264.670;135.348.841.646.297
Grantland;;;;
6.972.960.586.266.210;72.414.920.401.240.800;5.11;31.719.742.644.433.800;12.687.038.107.933.900
Lindseyville;;;;
7.549.179.999.479.730;7.330.292.760.097.650;6.14;26.013.680.482.004.900;14.485.738.446.779.800
"FPO AP 95931-9404""";;;;
8.064.806.571.340.140;5.881.851.884.649.380;3.49;3.509.195.552.978.150;13.436.058.001.820.400
Jacobstad;;;;
8.403.659.864.996.800;5.740.479.724.362.850;4.21;3.276.660.197.226.400;15.115.377.452.908.700
"APO AA 30380-2875""";;;;
7.659.037.671.247.180;7.691.535.724.596.850;3.31;40.643.078.327.944.400;16.620.387.593.434.900
Benderview;;;;
6.353.445.595.944.370;8.017.692.368.081.630;3.23;38.128.983.695.678.700;1.166.673.195.064.520
North Mandytown;;;;
6.726.999.554.344.280;7.472.849.853.306.630;6.39;417.804.736.923.106;13.756.333.727.060.900
Lake Aaron;;;;
5.088.744.007.415.200;7.063.683.438.622.070;4.16;4.773.101.075.600.680;8.396.384.609.643.500
Combsside;;;;
8.059.711.180.091.740;76.612.802.628.844.600;3.1;34.487.574.762.073.500;1.638.265.394.523.650
New Brettport;;;;
6.604.112.357.953.930;8.219.394.258.320.380;5.15;40.163.970.834.102.600;13.854.004.556.730.600
Lake Michael;;;;
8.131.638.029.269.690;72.044.586.149.013.100;3.36;3.558.959.472.350.220;11.532.332.406.400.900
